""	peer1	peer2	peer3	peer4	peer5	peer6	peer7	peer8	peer9	peer10	peer11	peer12	peer13	peer14	peer15	peer16	peer17	peer18	peer19	peer20	peer21	peer22
Fam62_Clone3_Pass23	1	-0.235282614827156	0.211126625537872	-0.0888280868530273	-0.00451813731342554	-0.459021836519241	0.0160269234329462	2.03949761390686	0.134135499596596	0.53006637096405	-0.0670027807354927	0.3836350440979	-0.767266273498535	-0.0562895610928536	-0.0808722153306007	-0.800013482570648	0.684208154678345	0.642095863819122	-0.508395373821259	-0.664692938327789	0.248476088047028	-0.316555559635162
Fam18_Clone5_Pass21	1	0.0369898043572903	-0.210235446691513	-0.54338401556015	1.07228946685791	-0.766103804111481	0.889077007770538	0.277317106723785	-1.76539433002472	-1.0209778547287	-0.303830176591873	-0.132893964648247	0.698068737983704	-0.0991368442773819	-0.0838171392679215	0.429887413978577	-0.654293775558472	-0.113900929689407	0.286390125751495	0.413431137800217	0.0114625776186585	0.167880237102509
Fam2_Clone5_Pass27	1	-0.107564620673656	-0.18730740249157	0.319487780332565	-0.388609141111374	-1.50825643539429	0.0513080693781376	1.11020684242249	-2.01520490646362	-0.162978529930115	-0.543062388896942	-1.03279447555542	0.388864129781723	0.847822725772858	0.21727891266346	0.978646278381348	-0.145675271749496	-0.164054647088051	0.127027824521065	0.540074706077576	0.934901773929596	0.146480783820152
Fam7_Clone3_Pass23	1	-0.267299026250839	-0.0743684470653534	1.15398275852203	-0.29552635550499	-0.167358949780464	0.650479078292847	1.39825534820557	0.99829763174057	0.601335883140564	0.0779769495129585	-1.00563955307007	0.517234444618225	0.0554664768278599	0.12394504994154	-0.383331835269928	0.105458252131939	-0.993190586566925	-0.23924745619297	-0.569145381450653	-0.145280882716179	-0.187841132283211
Fam1_Clone1_Pass19	1	0.228055357933044	-0.017103536054492	-0.0678333640098572	-0.14961239695549	0.584696531295776	0.54533576965332	-1.80912101268768	0.914098262786865	2.16688752174377	-0.223412692546844	-0.672162771224976	0.152194738388062	0.421042948961258	-0.81093567609787	0.408788114786148	-0.560564696788788	-0.629006803035736	-0.502671182155609	-0.287496209144592	-1.21741926670074	0.141834691166878
Fam69_Clone1_Pass30	1	-0.156936064362526	-0.459820091724396	0.0566204488277435	1.63005566596985	1.99524581432343	3.83070111274719	-1.19277095794678	-1.62844049930573	-0.557524740695953	0.26372954249382	0.787854194641113	-0.29186224937439	1.57536292076111	1.46066427230835	-0.287492334842682	1.00075769424438	-0.108791202306747	-0.966397821903229	-1.13819289207459	0.866987705230713	-0.246186345815659
Fam5_Clone6_Pass21	1	-0.151309311389923	0.0971963629126549	-2.70510220527649	-1.13918602466583	1.14739644527435	1.23356676101685	1.11405634880066	-0.385385185480118	-0.86930376291275	0.10753045976162	-0.0541306883096695	0.476199120283127	-1.69361841678619	1.9954172372818	-2.0287139415741	0.931661427021027	0.159756273031235	-1.26138556003571	-0.954835414886475	-0.449983507394791	-0.0172194167971611
Fam3_Clone6_Pass20	1	-0.140459015965462	-0.0778805240988731	-0.206489965319633	-0.785386741161346	-2.01498651504517	-0.281313478946686	-0.683213174343109	-0.532932460308075	-0.221123680472374	-0.691476345062256	-0.683948159217835	0.4940285384655	1.35314226150513	-0.223016351461411	0.939555466175079	-0.28207528591156	-0.261378437280655	-0.296396911144257	-0.799201786518097	-1.16631519794464	-0.0449943244457245
Fam101_Clone3_Pass26	1	-0.107840612530708	-0.00176208070479333	-0.521261870861054	1.19131326675415	-0.378304451704025	0.191501393914223	1.15824139118195	0.577920794487	0.177189618349075	0.1642195135355	-0.0143934125080705	1.11736083030701	-1.12194013595581	-0.451032310724258	0.0408383123576641	-0.441315293312073	0.110656663775444	0.465335726737976	0.181678116321564	-0.776090919971466	0.281169891357422
Fam53_Clone5_Pass20	1	-0.251219928264618	0.195283800363541	0.510518908500671	0.689113736152649	0.041577011346817	-1.39579927921295	1.01466572284698	0.35029673576355	1.18248772621155	0.331411629915237	1.61677980422974	-2.42084383964539	-0.060758076608181	0.949547588825226	-1.95516407489777	0.0677867010235786	0.8257856965065	-1.13721597194672	-0.103718034923077	-0.364186108112335	-0.233049765229225
